comment_id,ncs
0,0.023171695894643466
1,0.12474767850167037
2,0.010268797554825914
3,0.0006453014276449634
4,0.09658172621938968
5,0.02212683803794776
7,0.03224435902625017
9,0.03449574343283205
10,0.012910409378305742
11,0.004587855611501891
12,0.07519992938408598
13,0.010839219956034792
14,0.1007636870148656
15,0.010017580617412248
16,2.319548211923002e-05
17,4.837105004696268e-05
18,0.0007707936415055992
19,0.050915722315088716
20,0.05264742514584021
21,0.017733388079894788
22,0.036731687354681075
23,0.01930828207820571
24,0.0933408218615879
25,0.011056017087336664
27,0.002137546788305506
28,0.010416338908780118
29,0.053068938709395275
30,0.03908594910784309
32,0.12732258224541396
33,0.06619818328969711
34,0.012120184233311468
35,0.011300139948126777
36,0.02405842366021794
37,0.025139934474623073
39,0.019149098385074628
40,0.020799545932503362
41,0.013829650564166995
42,0.08924437986083653
43,0.01996744000272959
44,0.12261000704735188
45,0.00108419167028674
46,0.020019325064082306
47,0.05013538206077671
48,0.04188721547863418
49,0.025916636500003715
50,0.10045171712000063
51,0.02957039359149043
52,0.10902922700715889
53,0.04009619199880408
54,0.0007534888977449156
55,0.0018601467687973227
56,0.02668092775905463
57,0.005057021454166181
58,0.02252415632100914
59,0.028502283919391625
60,0.04002964447605695
61,0.0018629786124442955
62,0.036092199338469556
63,0.0007139567345767553
64,0.1097416330497503
65,0.032959481520407306
66,0.017083752457388794
67,0.039572374418413395
68,0.00028738272972969186
69,0.10456508488090373
70,0.021111736642168373
71,0.09508943269482145
72,0.018339631498439545
73,0.0007353605349346156
74,0.03259084725220011
75,0.02116144013190368
76,0.0005260116288131446
77,0.020494579863016886
78,0.03688360603668563
79,0.01466069239263176
80,0.002259438112151047
81,0.11956722315051627
82,0.012054499144268685
83,0.023178379721204796
84,0.027522110796026678
85,0.10438973701468605
86,0.10876842079250985
87,0.020945152406100554
88,0.07891703487624335
89,0.0008114759248197105
90,0.024899784285879856
91,0.027837537094652597
92,0.017896803867957112
93,0.017893772216146273
94,0.07278187896777073
95,0.02750162270536973
96,0.04707363730608349
97,0.057730582516102934
98,0.002425564344628097
99,0.06434347592096282
100,0.08880423457611515
101,0.10769507330227775
102,0.022350419279476102
103,0.031447839139729004
104,0.11419693324756733
105,0.06497556892682811
106,0.02390747620929258
107,0.07307706154394397
108,0.03522017838616224
109,0.039482246739153
110,0.09127444599198453
111,0.008888824052752509
112,0.11741573899566773
113,2.4036746168972874e-05
114,0.058088579045167045
115,0.07411802628221238
116,0.12490951665438947
117,0.02935495931283626
118,0.07545381473994126
119,0.044897048881487475
120,0.0005353271570812414
121,0.04512745327094725
122,0.000293136369091423
123,0.06431056771436576
124,0.0002466719317165579
125,0.08504266649799344
126,0.11088673337018462
127,0.02779756154392492
128,0.0037044020366013815
129,0.046830022382857904
130,0.03434578159719489
131,0.031112907258157775
132,0.05784249262572455
133,0.004007234031917521
134,0.030411839327553047
135,0.08213153705328524
136,0.02622306471608895
137,0.021879995229264853
138,0.0014810839339448457
139,0.0012168274402816013
140,0.058811795500028116
141,0.036880111835339825
142,0.08690403105788809
143,0.0015736101227485095
144,0.00010296379965138509
145,0.03360314995984435
146,0.09627082096245657
147,0.04559334674179692
