comment_id,ncs,empty_label
1,0.3076894655193311,true
10,0.3097500192456582,true
100,0.26543420411898644,true
1000,0.3999518793569592,true
10001,0.2966849868959691,true
10003,0.2895151453806364,true
10005,0.16552931830309334,true
10006,0.39998749640915204,true
10007,0.29489440086951285,true
10008,0.2547500088555911,true
10009,0.3999839982033069,true
1001,0.30652333326170156,true
10010,0.2959286212551287,true
10011,0.30244708842253665,true
10012,0.29222340984762196,true
10013,0.23094774728077674,true
10014,0.18373448659461192,true
10015,0.3999965906758823,true
10017,0.3090280319649471,true
10018,0.3999992343613009,true
10019,0.39999412583240657,true
1002,0.39984794310467736,true
10020,0.32985533791895916,true
10021,0.3559723125751365,true
10023,0.399993678548246,true
10024,0.2627051791234217,true
10025,0.3104417542252715,true
10026,0.2703616712252527,true
10027,0.2792165865326492,true
10028,0.3999589831719842,true
10029,0.3168006730999116,true
1003,0.35893663971733647,true
10031,0.3999987020732545,true
10032,0.324444439787663,true
10034,0.35802188552913694,true
10035,0.26780466022378147,true
10036,0.39957471887877893,true
10039,0.3167119007353764,true
1004,0.3706943245477555,true
10040,0.39994143324473164,true
10041,0.371478610012706,true
10042,0.29942902554851863,true
10043,0.3840472419979137,true
10044,0.3755150704961944,true
10045,0.3940314583696782,true
10046,0.30756770638300723,true
10047,0.26567024378307214,true
10048,0.2836941212513421,true
10049,0.31061211462054344,true
1005,0.30125841921572805,true
10051,0.3999922194594441,true
10053,0.33314345418998415,true
10054,0.24529474413856184,true
10055,0.31138937342370154,true
10057,0.39999920335821454,true
10058,0.3832558724958137,true
10059,0.27951245071191744,true
1006,0.3202076275319757,true
10060,0.3999966914831735,true
10061,0.3198099894164059,true
10062,0.22078633256470495,true
10063,0.34411715817828653,true
10064,0.32285790372901246,true
10065,0.3182485877529843,true
10066,0.29037840788012387,true
10067,0.39980105824399764,true
10068,0.2989907638966985,true
10069,0.38560816320210656,true
1007,0.30052985232189816,true
10072,0.3717155491527626,true
10073,0.29927168895231787,true
10074,0.2791693341425914,true
10075,0.309171077895332,true
10076,0.381637228885018,true
10078,0.2768326938444435,true
10079,0.366788059396885,true
1008,0.2921695079204709,true
10082,0.39912326943305976,true
10084,0.38229023292555164,true
10085,0.3268054461951744,true
10086,0.21790574923241093,true
10087,0.23683427963971573,true
10089,0.3655634137019458,true
1009,0.37529679307904956,true
10090,0.3999990819767758,true
10091,0.2664903542524724,true
10092,0.2768047630255126,true
10093,0.291261536342627,true
10094,0.2875544406994604,true
10096,0.26204451029208625,true
10098,0.3999796514849318,true
10099,0.39999786564840806,true
101,0.3319071253950597,true
1010,0.347179937351491,true
10100,0.372114198589489,true
10101,0.30339729081513706,true
10102,0.26934344524998577,true
10104,0.28071316085559556,true
10105,0.32441226440935184,true
10106,0.2681273604701211,true
10107,0.3999986430020067,true
10108,0.3999761218237659,true
10109,0.39639103070615794,true
1011,0.3076848953461504,true
10110,0.30259956084174544,true
10113,0.31024348759291265,true
10114,0.27039190830742055,true
10115,0.30071372027418963,true
10116,0.30470611116833535,true
10119,0.3997826340714146,true
1012,0.39999522354675254,true
10120,0.3989115038059661,true
10122,0.30148417460748095,true
10123,0.3355207615245951,true
10124,0.35181961752446067,true
10125,0.32171406284930765,true
10126,0.3222231404759991,true
10127,0.39966304080205245,true
10128,0.39996968275224837,true
10129,0.39855313112468316,true
1013,0.33517129754469444,true
10130,0.38961190681321034,true
10131,0.32945946359798717,true
10132,0.3179068231957058,true
10133,0.28345683923397413,true
10134,0.3212284159308996,true
10135,0.38270896087431155,true
10136,0.35587955817179096,true
10137,0.29983789380140713,true
10139,0.24969804906137338,true
1014,0.30542836389448613,true
10140,0.3069686141012497,true
10141,0.2751561460150248,true
10143,0.377457102536011,true
10144,0.25092022847354,true
10145,0.32870584764173294,true
10146,0.3388252999008632,true
10148,0.3994247508556997,true
10149,0.3974039535138224,true
1015,0.2924282622833834,true
10150,0.3032978676988049,true
10152,0.31216828588570744,true
10153,0.29599127117297414,true
10154,0.2975659537910844,true
10155,0.3999766929234119,true
10157,0.3364088928345145,true
10158,0.2927910927885041,true
10159,0.3999503151705635,true
1016,0.3244434278843157,true
10160,0.2950227089912146,true
10161,0.3999738503811522,true
10162,0.35209281171004314,true
10164,0.2521647289389517,true
10165,0.2229312848551539,true
10166,0.30021318411859,true
10167,0.28440018561239466,true
10168,0.39999658690325635,true
10169,0.33012518811987734,true
1017,0.323411851890281,true
10170,0.37858082610923394,true
10171,0.296203159520268,true
10172,0.2926147946746056,true
10173,0.2873706054345896,true
10174,0.34305895762793187,true
10176,0.36605619501116216,true
10177,0.3995262379157675,true
10178,0.39998759701200315,true
10179,0.26220664071149935,true
10181,0.3999869534517294,true
10182,0.30737342957722796,true
10183,0.28214077087093326,true
10184,0.2421084228491584,true
10185,0.2795617957636002,true
10186,0.3431852113251735,true
10188,0.2835986806491352,true
10189,0.3513823161812361,true
1019,0.32177220902266335,true
10190,0.39999558475849045,true
10191,0.3842821707020084,true
10192,0.39999713446377155,true
10193,0.2687806646762671,true
10194,0.12767162602338528,true
10195,0.2966097615184552,true
10196,0.39998010039328963,true
10197,0.39999507135485585,true
102,0.26631959693009855,true
1020,0.36249499041827027,true
10200,0.39999964838318636,true
10201,0.39965269347926535,true
10202,0.25890997835340424,true
10203,0.29487409126387,true
10205,0.3021267587754274,true
10206,0.3341040158133449,true
10207,0.3999835350372607,true
10209,0.29866141893426534,true
1021,0.29672478410498887,true
10210,0.38823377008878773,true
10211,0.39992099035295386,true
10212,0.3201775723238106,true
10213,0.3036400869557803,true
10215,0.39992513837854377,true
10216,0.29902243405178575,true
10219,0.2872808539910693,true
1022,0.3021645086217436,true
10220,0.30169169474660096,true
10222,0.3247851239347924,true
10223,0.35165483830363814,true
10224,0.3055842089043689,true
10225,0.3159003322200455,true
10228,0.2911299735201634,true
10229,0.3999994165335678,true
1023,0.34547148349946216,true
10231,0.2826770989602149,true
10232,0.3898782645300416,true
10233,0.3177576627900772,true
10234,0.33764050075126695,true
10236,0.3999890740017042,true
10237,0.29409554479271005,true
10239,0.29634533783121725,true
1024,0.399999490208908,true
10240,0.33785129468713315,true
10241,0.2645504354549738,true
10242,0.39999838609983907,true
10243,0.3519668435172984,true
10244,0.39999992277828383,true
10245,0.24971098791439106,true
10246,0.3338369946164667,true
10247,0.3282472578812167,true
10248,0.2987409217932186,true
10249,0.3219200373995855,true
1025,0.3055116773416788,true
10250,0.3253875146980232,true
10251,0.25131184543125584,true
10252,0.37450358206940604,true
10254,0.3149945627246197,true
10256,0.30296548199842677,true
10257,0.37582979534167077,true
10258,0.28933201837721384,true
10259,0.399939863071341,true
1026,0.26866087294615476,true
10260,0.37057811576319444,true
10261,0.31644909399166365,true
10262,0.2669813907482418,true
10263,0.31421583679789433,true
10264,0.2560578195227759,true
10265,0.33087358056490607,true
10266,0.23297656037143613,true
10267,0.32290662980045093,true
10268,0.2555760243705065,true
10269,0.2783201265518983,true
1027,0.314820573396199,true
10270,0.30185548761000025,true
10271,0.2594110302745472,true
10272,0.39995988948353267,true
10273,0.2575898708981218,true
10274,0.2925312901617539,true
10275,0.39903282316300714,true
10277,0.3681707248216811,true
10278,0.263021623664165,true
10279,0.39985850169146214,true
1028,0.33146526130131343,true
10280,0.29448716131962355,true
10281,0.39982583086678863,true
10282,0.30623316886247415,true
10283,0.27083812958449305,true
10286,0.2931283758020976,true
10287,0.34329305257792325,true
10288,0.33334630618022665,true
10289,0.3680702844232434,true
1029,0.3999755090065918,true
10290,0.3216165272187237,true
10293,0.2940345496887419,true
10295,0.28932362833754544,true
10297,0.2883113742138842,true
10298,0.3360882445881602,true
10299,0.32663905095154067,true
103,0.3999927562812693,true
1030,0.290198819307428,true
10300,0.3034372466245903,true
10301,0.26920618799743146,true
10302,0.2970356382799183,true
10303,0.3202457160809752,true
10304,0.3157895516718088,true
10305,0.38606264095149645,true
10307,0.3970662589830594,true
10308,0.39957647251918005,true
10309,0.2567684286930853,true
1031,0.29040150157727546,true
10310,0.3172003762405499,true
10311,0.28827321758739766,true
10313,0.29983087590539537,true
10314,0.276393301296147,true
10315,0.3177750562837326,true
10316,0.29071025905567044,true
10317,0.3850709327793425,true
10318,0.19363022998561386,true
10319,0.33228833655572454,true
1032,0.33503711020511096,true
10320,0.399997568054616,true
10321,0.39985135124123433,true
10322,0.35912725776910615,true
10323,0.31647208773496643,true
