comment_id,ncs
0,0.3255098133806386
1,0.34272332873305544
2,0.276410143378938
3,0.3991272618806002
4,0.31065996775267823
5,0.2679758920537019
7,0.29314545614788856
9,0.28995169874202686
10,0.29410062501825057
11,0.28259938299512566
12,0.29383503664678234
13,0.22858719386373155
14,0.29731153863409754
15,0.30247652619061566
16,0.28526170362052355
17,0.24775980621102422
18,0.2984385514151952
19,0.2965875091133653
20,0.33191823256519604
21,0.29999599731121285
22,0.29999796759523145
23,0.3238049875219427
24,0.30417167272417944
25,0.29988980087746187
27,0.339358512997688
28,0.298568978714541
29,0.39974256439530154
30,0.28347182078229144
32,0.3441649370576413
33,0.3111519471939707
34,0.33429152302423587
35,0.3582034492740523
36,0.31166981260959203
37,0.3103445252385003
39,0.2941769747047616
40,0.22877012587267828
41,0.3025977110298935
42,0.2760684391816254
43,0.3042452091022464
44,0.34104722399824394
45,0.27995934359327007
46,0.30338622771147833
47,0.2791275286442795
48,0.2957601466984635
49,0.29269222228697434
50,0.31390943957739664
51,0.30112769835476777
52,0.356907520402585
53,0.24726422039525806
54,0.3200604721130394
55,0.29582752940654256
56,0.29195172179112755
57,0.2726639323098182
58,0.251353776530473
59,0.29182653190878766
60,0.34040970322389424
61,0.2999983169561123
62,0.2971885855495893
63,0.2818090782956618
64,0.3049909225901058
65,0.30398358517083457
66,0.29914934601078585
67,0.27846316698466184
68,0.3982410385744884
69,0.3177585622328955
70,0.33122178778533756
71,0.2961482941820529
72,0.2593100690513569
73,0.2839353629035608
74,0.2512573462291375
75,0.321194468654156
76,0.31033544971638977
77,0.3199370495275812
78,0.3556965555586045
79,0.2963272889383695
80,0.29013788443856753
81,0.2883197181313038
82,0.34087279554832445
83,0.27882236738795435
84,0.3032677432094193
85,0.3112335286741572
86,0.3004856967938217
87,0.31290880346472993
88,0.25304794289889687
89,0.3609530356951878
90,0.28975273884006486
91,0.3510727434943602
92,0.25366922880661236
93,0.3195853404518407
94,0.3249801567394669
95,0.2695019873131901
96,0.2678754664295141
97,0.2510390094709588
98,0.3617335731710784
99,0.297627668465605
100,0.22845351779392975
101,0.3543315667871526
102,0.3134147140201763
103,0.3370984311099823
104,0.2692025122372398
105,0.2999960766213638
106,0.3219270873693039
107,0.3531682291528031
108,0.29429099913070667
109,0.2578109833012171
110,0.3070306094392451
111,0.2080374888280827
112,0.27764381912133185
113,0.3998052037111302
114,0.3259956820217357
115,0.3278698538345811
116,0.317984358322342
117,0.27278880656690657
118,0.3286251271741673
119,0.29940977245915584
